timestamp,vehicle_count,traffic_level
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,13,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,12,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,21,High
2025-03-29 13:50:48,18,High
2025-03-29 13:50:48,17,High
2025-03-29 13:50:48,14,Low
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,19,High
2025-03-29 13:50:48,19,High
2025-03-29 13:50:48,16,High
2025-03-29 13:50:48,13,Low
2025-03-29 13:50:48,16,High
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,15,High
2025-03-29 13:50:48,23,High
2025-03-29 13:50:48,16,High
2025-03-29 13:50:48,23,High
2025-03-29 13:50:48,25,High
2025-03-29 13:50:48,25,High
2025-03-29 13:50:48,14,Low
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,29,High
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,21,High
2025-03-29 13:50:48,15,High
2025-03-29 13:50:48,12,Low
2025-03-29 13:50:48,22,High
2025-03-29 13:50:48,19,High
2025-03-29 13:50:48,16,High
2025-03-29 13:50:48,25,High
2025-03-29 13:50:48,19,High
2025-03-29 13:50:48,16,High
2025-03-29 13:50:48,19,High
2025-03-29 13:50:48,16,High
2025-03-29 13:50:48,21,High
2025-03-29 13:50:48,21,High
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,19,High
2025-03-29 13:50:48,16,High
2025-03-29 13:50:48,18,High
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,14,Low
2025-03-29 13:50:48,22,High
2025-03-29 13:50:48,21,High
2025-03-29 13:50:48,25,High
2025-03-29 13:50:48,19,High
2025-03-29 13:50:48,12,Low
2025-03-29 13:50:48,17,High
2025-03-29 13:50:48,14,Low
2025-03-29 13:50:48,14,Low
2025-03-29 13:50:48,14,Low
2025-03-29 13:50:48,14,Low
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,12,Low
2025-03-29 13:50:48,26,High
2025-03-29 13:50:48,19,High
2025-03-29 13:50:48,18,High
2025-03-29 13:50:48,16,High
2025-03-29 13:50:48,17,High
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,12,Low
2025-03-29 13:50:48,18,High
2025-03-29 13:50:48,13,Low
2025-03-29 13:50:48,17,High
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,15,High
2025-03-29 13:50:48,11,Low
2025-03-29 13:50:48,17,High
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,13,Low
2025-03-29 13:50:48,14,Low
2025-03-29 13:50:48,17,High
2025-03-29 13:50:48,11,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,12,Low
2025-03-29 13:50:48,25,High
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,14,Low
2025-03-29 13:50:48,14,Low
2025-03-29 13:50:48,16,High
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,28,High
2025-03-29 13:50:48,35,High
2025-03-29 13:50:48,31,High
2025-03-29 13:50:48,43,High
2025-03-29 13:50:48,23,High
2025-03-29 13:50:48,30,High
2025-03-29 13:50:48,29,High
2025-03-29 13:50:48,22,High
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,18,High
2025-03-29 13:50:48,24,High
2025-03-29 13:50:48,23,High
2025-03-29 13:50:48,21,High
2025-03-29 13:50:48,28,High
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,11,Low
2025-03-29 13:50:48,11,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,11,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,29,High
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,9,Low
2025-03-29 13:50:48,30,High
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,24,High
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,4,Low
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,24,High
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,28,High
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,7,Low
2025-03-29 13:50:48,0,Low
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,33,High
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,31,High
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,14,Low
2025-03-29 13:50:48,12,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,10,Low
2025-03-29 13:50:48,34,High
2025-03-29 13:50:48,34,High
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,31,High
2025-03-29 13:50:48,29,High
2025-03-29 13:50:48,40,High
2025-03-29 13:50:48,14,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,42,High
2025-03-29 13:50:48,39,High
2025-03-29 13:50:48,8,Low
2025-03-29 13:50:48,40,High
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,20,High
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,2,Low
2025-03-29 13:50:48,1,Low
2025-03-29 13:50:48,5,Low
2025-03-29 13:50:48,3,Low
2025-03-29 13:50:48,6,Low
2025-03-29 13:50:48,36,High
2025-03-29 13:50:48,35,High
