timestamp,x_min,y_min,x_max,y_max,confidence,class
2025-03-29 14:20:41,459,320,527,359,0.73,2
2025-03-29 14:20:41,489,278,543,324,0.54,2
2025-03-29 14:20:41,373,332,441,357,0.47,2
2025-03-29 14:20:41,225,306,285,357,0.43,2
2025-03-29 14:20:41,537,322,616,359,0.28,2
2025-03-29 14:20:41,459,320,527,359,0.73,2
2025-03-29 14:20:41,489,278,543,324,0.54,2
2025-03-29 14:20:41,373,332,441,357,0.47,2
2025-03-29 14:20:41,225,306,285,357,0.43,2
2025-03-29 14:20:41,537,322,616,359,0.28,2
2025-03-29 14:20:41,458,320,526,359,0.75,2
2025-03-29 14:20:41,488,278,542,325,0.62,2
2025-03-29 14:20:41,373,332,441,357,0.46,2
2025-03-29 14:20:41,224,306,285,357,0.37,2
2025-03-29 14:20:41,457,319,526,359,0.74,2
2025-03-29 14:20:41,488,278,541,325,0.59,2
2025-03-29 14:20:41,373,332,441,357,0.46,2
2025-03-29 14:20:41,224,307,285,358,0.42,2
2025-03-29 14:20:41,536,322,614,359,0.29,2
2025-03-29 14:20:41,457,319,525,359,0.73,2
2025-03-29 14:20:41,488,278,541,325,0.58,2
2025-03-29 14:20:41,373,332,440,358,0.48,2
2025-03-29 14:20:41,224,308,284,358,0.38,2
2025-03-29 14:20:41,536,322,612,359,0.29,2
2025-03-29 14:20:41,456,319,525,359,0.74,2
2025-03-29 14:20:41,487,277,540,325,0.55,2
2025-03-29 14:20:41,373,332,440,358,0.47,2
2025-03-29 14:20:41,224,308,284,358,0.31,2
2025-03-29 14:20:41,536,322,611,359,0.25,2
2025-03-29 14:20:41,456,319,525,359,0.74,2
2025-03-29 14:20:41,487,277,540,325,0.59,2
2025-03-29 14:20:41,372,332,440,358,0.44,2
2025-03-29 14:20:41,224,310,283,358,0.29,2
2025-03-29 14:20:41,535,322,610,359,0.26,2
2025-03-29 14:20:41,454,319,525,359,0.74,2
2025-03-29 14:20:41,486,277,539,325,0.58,2
2025-03-29 14:20:41,372,332,439,358,0.46,2
2025-03-29 14:20:41,224,310,282,359,0.33,2
2025-03-29 14:20:42,454,319,524,359,0.73,2
2025-03-29 14:20:42,485,278,539,325,0.59,2
2025-03-29 14:20:42,373,332,439,358,0.44,2
2025-03-29 14:20:42,224,310,282,358,0.36,2
2025-03-29 14:20:42,453,319,523,359,0.73,2
2025-03-29 14:20:42,485,277,538,325,0.61,2
2025-03-29 14:20:42,373,332,439,358,0.48,2
2025-03-29 14:20:42,224,310,282,359,0.43,2
2025-03-29 14:20:42,454,319,523,359,0.72,2
2025-03-29 14:20:42,484,277,537,325,0.63,2
2025-03-29 14:20:42,373,332,438,358,0.48,2
2025-03-29 14:20:42,224,310,281,359,0.41,2
2025-03-29 14:20:42,533,322,607,359,0.28,2
2025-03-29 14:20:42,454,319,522,359,0.72,2
2025-03-29 14:20:42,483,277,537,325,0.6,2
2025-03-29 14:20:42,372,332,438,358,0.51,2
2025-03-29 14:20:42,224,310,281,359,0.37,2
2025-03-29 14:20:42,532,322,605,359,0.28,2
2025-03-29 14:20:42,452,319,521,359,0.71,2
2025-03-29 14:20:42,483,277,536,325,0.56,2
2025-03-29 14:20:42,373,332,437,357,0.52,2
2025-03-29 14:20:42,224,310,282,359,0.42,2
2025-03-29 14:20:42,529,322,608,358,0.25,2
2025-03-29 14:20:42,451,319,520,359,0.72,2
2025-03-29 14:20:42,482,277,536,324,0.55,2
2025-03-29 14:20:42,373,332,437,357,0.51,2
2025-03-29 14:20:42,224,311,282,359,0.42,2
2025-03-29 14:20:42,529,322,606,358,0.3,2
2025-03-29 14:20:42,451,319,520,359,0.7,2
2025-03-29 14:20:42,482,278,534,324,0.55,2
2025-03-29 14:20:42,372,332,436,357,0.45,2
2025-03-29 14:20:42,224,311,282,359,0.36,2
2025-03-29 14:20:42,530,321,604,358,0.31,2
2025-03-29 14:20:42,450,318,519,359,0.7,2
2025-03-29 14:20:42,482,278,534,324,0.48,2
2025-03-29 14:20:42,373,332,435,357,0.46,2
2025-03-29 14:20:42,224,311,281,359,0.36,2
2025-03-29 14:20:42,528,321,604,358,0.34,2
2025-03-29 14:20:42,449,318,518,359,0.71,2
2025-03-29 14:20:42,481,277,533,324,0.49,2
2025-03-29 14:20:42,373,332,434,357,0.45,2
2025-03-29 14:20:42,528,321,604,359,0.44,2
2025-03-29 14:20:42,223,312,282,359,0.38,2
2025-03-29 14:20:42,450,318,517,359,0.75,2
2025-03-29 14:20:42,481,277,533,324,0.58,2
2025-03-29 14:20:42,373,332,433,357,0.46,2
2025-03-29 14:20:42,528,321,603,359,0.43,2
2025-03-29 14:20:42,223,312,283,359,0.33,2
2025-03-29 14:20:42,449,318,516,359,0.76,2
2025-03-29 14:20:42,480,276,532,324,0.61,2
2025-03-29 14:20:42,529,320,601,359,0.51,2
2025-03-29 14:20:42,370,332,433,358,0.47,2
2025-03-29 14:20:42,223,313,284,359,0.34,2
2025-03-29 14:20:42,449,318,515,359,0.77,2
2025-03-29 14:20:42,480,276,531,324,0.56,2
2025-03-29 14:20:42,529,320,600,359,0.48,2
2025-03-29 14:20:42,369,332,433,358,0.45,2
2025-03-29 14:20:42,223,313,286,359,0.36,2
2025-03-29 14:20:42,449,318,513,359,0.78,2
2025-03-29 14:20:42,479,276,531,324,0.52,2
2025-03-29 14:20:42,369,332,433,357,0.46,2
2025-03-29 14:20:42,528,320,599,359,0.44,2
2025-03-29 14:20:42,223,313,285,359,0.41,2
2025-03-29 14:20:42,448,318,512,359,0.8,2
2025-03-29 14:20:42,479,276,530,323,0.59,2
2025-03-29 14:20:42,528,321,598,359,0.53,2
2025-03-29 14:20:42,368,332,432,357,0.5,2
2025-03-29 14:20:42,223,313,283,359,0.44,2
2025-03-29 14:20:42,447,318,512,359,0.8,2
2025-03-29 14:20:42,478,276,529,323,0.56,2
2025-03-29 14:20:42,527,320,596,359,0.54,2
2025-03-29 14:20:42,368,332,432,357,0.52,2
2025-03-29 14:20:42,223,313,282,359,0.39,2
2025-03-29 14:20:42,447,318,511,359,0.8,2
2025-03-29 14:20:42,526,320,595,359,0.55,2
2025-03-29 14:20:42,368,332,432,357,0.53,2
2025-03-29 14:20:42,476,275,528,323,0.53,2
2025-03-29 14:20:42,223,313,283,359,0.5,2
2025-03-29 14:20:42,446,318,511,359,0.81,2
2025-03-29 14:20:42,368,332,432,357,0.55,2
2025-03-29 14:20:42,526,320,594,359,0.52,2
2025-03-29 14:20:42,477,276,527,322,0.51,2
2025-03-29 14:20:42,223,313,284,359,0.48,2
2025-03-29 14:20:42,446,318,511,359,0.81,2
2025-03-29 14:20:42,368,332,432,357,0.53,2
2025-03-29 14:20:42,525,320,592,359,0.53,2
2025-03-29 14:20:42,476,276,527,322,0.48,2
2025-03-29 14:20:42,222,314,284,359,0.44,2
2025-03-29 14:20:42,446,318,510,359,0.81,2
2025-03-29 14:20:42,369,332,431,357,0.53,2
2025-03-29 14:20:42,525,320,592,359,0.48,2
2025-03-29 14:20:42,222,314,285,359,0.47,2
2025-03-29 14:20:42,476,277,527,322,0.44,2
2025-03-29 14:20:42,445,318,510,359,0.82,2
2025-03-29 14:20:42,524,320,591,359,0.53,2
2025-03-29 14:20:42,368,332,431,358,0.52,2
2025-03-29 14:20:42,222,314,286,359,0.47,2
2025-03-29 14:20:42,475,278,526,322,0.42,2
2025-03-29 14:20:42,445,317,509,359,0.82,2
2025-03-29 14:20:42,523,320,590,359,0.54,2
2025-03-29 14:20:42,368,332,431,358,0.52,2
2025-03-29 14:20:42,222,315,285,359,0.43,2
2025-03-29 14:20:42,475,277,526,322,0.36,2
2025-03-29 14:20:42,444,317,509,359,0.82,2
2025-03-29 14:20:42,523,319,589,359,0.61,2
2025-03-29 14:20:42,368,332,431,358,0.52,2
2025-03-29 14:20:42,222,315,286,359,0.43,2
2025-03-29 14:20:42,474,277,525,322,0.42,2
2025-03-29 14:20:42,444,317,508,359,0.82,2
2025-03-29 14:20:42,522,318,589,359,0.59,2
2025-03-29 14:20:42,369,332,430,358,0.5,2
2025-03-29 14:20:42,474,277,524,322,0.47,2
2025-03-29 14:20:42,222,315,286,359,0.43,2
2025-03-29 14:20:42,443,317,508,359,0.81,2
2025-03-29 14:20:42,520,318,590,359,0.54,2
2025-03-29 14:20:42,369,332,430,358,0.49,2
2025-03-29 14:20:42,473,277,524,322,0.47,2
2025-03-29 14:20:42,222,315,285,359,0.39,2
2025-03-29 14:20:42,443,317,507,359,0.81,2
2025-03-29 14:20:42,519,319,589,358,0.56,2
2025-03-29 14:20:42,368,332,430,358,0.52,2
2025-03-29 14:20:42,473,277,523,322,0.48,2
2025-03-29 14:20:42,222,315,284,359,0.38,2
2025-03-29 14:20:42,441,317,508,359,0.81,2
2025-03-29 14:20:42,472,276,523,322,0.55,2
2025-03-29 14:20:42,519,318,588,359,0.5,2
2025-03-29 14:20:42,368,332,429,358,0.49,2
2025-03-29 14:20:42,222,315,285,359,0.32,2
2025-03-29 14:20:42,441,317,507,359,0.81,2
2025-03-29 14:20:42,471,276,522,322,0.5,2
2025-03-29 14:20:42,368,332,429,358,0.48,2
2025-03-29 14:20:42,520,318,586,359,0.46,2
2025-03-29 14:20:42,222,316,285,359,0.29,2
2025-03-29 14:20:42,441,317,507,359,0.81,2
2025-03-29 14:20:42,471,276,522,321,0.52,2
2025-03-29 14:20:42,367,332,429,358,0.48,2
2025-03-29 14:20:42,520,318,585,358,0.45,2
2025-03-29 14:20:42,222,316,285,359,0.27,2
2025-03-29 14:20:42,441,317,507,359,0.81,2
2025-03-29 14:20:42,471,275,521,322,0.56,2
2025-03-29 14:20:42,367,332,429,358,0.49,2
2025-03-29 14:20:42,519,318,584,358,0.42,2
2025-03-29 14:20:42,222,316,285,359,0.27,2
2025-03-29 14:20:42,441,317,506,359,0.81,2
2025-03-29 14:20:42,471,275,521,321,0.57,2
2025-03-29 14:20:42,367,332,429,358,0.48,2
2025-03-29 14:20:42,518,317,585,358,0.43,2
2025-03-29 14:20:42,440,317,506,359,0.8,2
2025-03-29 14:20:42,470,275,520,321,0.59,2
2025-03-29 14:20:42,367,332,429,358,0.49,2
2025-03-29 14:20:42,517,317,585,358,0.39,2
2025-03-29 14:20:42,440,317,505,359,0.8,2
2025-03-29 14:20:42,470,275,520,321,0.59,2
2025-03-29 14:20:42,366,332,429,357,0.48,2
2025-03-29 14:20:42,517,316,583,358,0.43,2
2025-03-29 14:20:42,441,317,504,359,0.79,2
2025-03-29 14:20:42,365,332,429,357,0.47,2
2025-03-29 14:20:42,470,275,520,320,0.47,2
2025-03-29 14:20:42,516,316,583,358,0.42,2
2025-03-29 14:20:42,441,316,504,359,0.8,2
2025-03-29 14:20:42,468,275,519,320,0.57,2
2025-03-29 14:20:42,365,331,428,357,0.47,2
2025-03-29 14:20:42,516,315,582,358,0.44,2
2025-03-29 14:20:42,440,316,504,359,0.81,2
2025-03-29 14:20:42,468,275,518,320,0.62,2
2025-03-29 14:20:42,516,315,581,358,0.49,2
2025-03-29 14:20:42,367,331,427,357,0.48,2
2025-03-29 14:20:42,440,316,503,359,0.81,2
2025-03-29 14:20:42,467,275,518,319,0.61,2
2025-03-29 14:20:42,366,331,427,357,0.51,2
2025-03-29 14:20:42,515,315,580,358,0.47,2
2025-03-29 14:20:42,440,316,502,359,0.82,2
2025-03-29 14:20:42,467,275,517,319,0.64,2
2025-03-29 14:20:42,366,331,427,357,0.51,2
2025-03-29 14:20:42,515,314,580,358,0.48,2
2025-03-29 14:20:42,440,316,501,359,0.82,2
2025-03-29 14:20:42,467,275,517,318,0.6,2
2025-03-29 14:20:42,514,314,579,358,0.49,2
2025-03-29 14:20:42,366,331,428,357,0.48,2
2025-03-29 14:20:42,440,316,500,359,0.82,2
2025-03-29 14:20:42,467,275,516,318,0.63,2
2025-03-29 14:20:42,513,314,577,358,0.53,2
2025-03-29 14:20:42,365,331,427,357,0.52,2
2025-03-29 14:20:42,439,315,499,358,0.81,2
2025-03-29 14:20:42,513,313,576,358,0.58,2
2025-03-29 14:20:42,466,274,516,317,0.57,2
2025-03-29 14:20:42,366,331,427,357,0.54,2
2025-03-29 14:20:42,222,320,281,359,0.29,2
2025-03-29 14:20:42,439,315,499,359,0.82,2
2025-03-29 14:20:42,513,313,576,358,0.64,2
2025-03-29 14:20:42,466,274,516,317,0.6,2
2025-03-29 14:20:42,365,332,426,357,0.53,2
2025-03-29 14:20:42,222,320,281,359,0.26,2
2025-03-29 14:20:42,439,315,499,359,0.82,2
2025-03-29 14:20:42,512,312,575,358,0.63,2
2025-03-29 14:20:42,466,274,516,317,0.6,2
2025-03-29 14:20:42,366,331,426,357,0.56,2
2025-03-29 14:20:42,222,320,281,359,0.26,2
2025-03-29 14:20:42,439,315,499,359,0.85,2
2025-03-29 14:20:42,512,311,574,358,0.62,2
2025-03-29 14:20:42,465,274,515,317,0.6,2
2025-03-29 14:20:42,364,331,426,357,0.58,2
2025-03-29 14:20:42,439,314,499,359,0.87,2
2025-03-29 14:20:42,464,270,513,316,0.62,2
2025-03-29 14:20:42,363,331,426,357,0.6,2
2025-03-29 14:20:42,511,311,574,358,0.58,2
2025-03-29 14:20:42,438,314,498,359,0.87,2
2025-03-29 14:20:42,464,267,513,316,0.64,2
2025-03-29 14:20:42,363,331,426,357,0.61,2
2025-03-29 14:20:42,510,310,574,358,0.54,2
2025-03-29 14:20:42,438,314,498,359,0.86,2
2025-03-29 14:20:42,463,266,513,316,0.65,2
2025-03-29 14:20:42,363,330,425,357,0.62,2
2025-03-29 14:20:42,510,310,573,358,0.51,2
2025-03-29 14:20:42,438,313,497,359,0.85,2
2025-03-29 14:20:42,463,263,512,315,0.66,2
2025-03-29 14:20:42,363,330,425,357,0.63,2
2025-03-29 14:20:42,509,309,572,359,0.5,2
2025-03-29 14:20:42,438,313,497,359,0.85,2
2025-03-29 14:20:42,463,264,512,315,0.65,2
2025-03-29 14:20:42,363,330,425,357,0.63,2
2025-03-29 14:20:42,509,309,572,358,0.46,2
2025-03-29 14:20:42,438,313,497,359,0.85,2
2025-03-29 14:20:42,463,263,511,315,0.67,2
2025-03-29 14:20:42,362,330,425,357,0.63,2
2025-03-29 14:20:42,508,308,570,358,0.46,2
2025-03-29 14:20:42,438,313,497,359,0.85,2
2025-03-29 14:20:42,463,264,511,315,0.65,2
2025-03-29 14:20:42,363,329,424,358,0.62,2
2025-03-29 14:20:42,508,308,569,358,0.48,2
2025-03-29 14:20:42,438,312,496,359,0.85,2
2025-03-29 14:20:42,463,264,510,315,0.66,2
2025-03-29 14:20:42,363,329,424,359,0.62,2
2025-03-29 14:20:42,507,307,568,358,0.44,2
2025-03-29 14:20:42,438,312,496,359,0.85,2
2025-03-29 14:20:42,463,265,510,314,0.62,2
2025-03-29 14:20:42,363,329,424,359,0.61,2
2025-03-29 14:20:42,507,306,567,358,0.43,2
2025-03-29 14:20:42,438,312,496,359,0.86,2
2025-03-29 14:20:42,462,266,509,314,0.61,2
2025-03-29 14:20:42,363,328,424,359,0.61,2
2025-03-29 14:20:42,506,307,566,357,0.4,2
2025-03-29 14:20:42,363,328,425,360,0.29,2
2025-03-29 14:20:42,437,312,496,359,0.86,2
2025-03-29 14:20:42,462,265,509,314,0.63,2
2025-03-29 14:20:42,363,328,424,359,0.62,2
2025-03-29 14:20:42,506,306,565,357,0.39,2
2025-03-29 14:20:42,363,328,425,360,0.28,2
2025-03-29 14:20:42,437,311,495,359,0.86,2
2025-03-29 14:20:42,363,328,424,359,0.63,2
2025-03-29 14:20:42,462,264,509,314,0.62,2
2025-03-29 14:20:42,505,306,564,357,0.36,2
2025-03-29 14:20:42,363,328,425,360,0.26,2
2025-03-29 14:20:42,437,311,495,359,0.86,2
2025-03-29 14:20:42,363,328,424,358,0.61,2
2025-03-29 14:20:42,461,264,509,314,0.58,2
2025-03-29 14:20:42,505,307,564,357,0.36,2
2025-03-29 14:20:42,437,311,495,359,0.86,2
2025-03-29 14:20:42,363,327,424,358,0.64,2
2025-03-29 14:20:42,461,263,509,314,0.58,2
2025-03-29 14:20:42,504,307,563,356,0.37,2
2025-03-29 14:20:42,362,327,425,360,0.26,2
2025-03-29 14:20:42,437,310,495,359,0.85,2
2025-03-29 14:20:42,363,327,424,358,0.64,2
2025-03-29 14:20:42,461,263,508,314,0.57,2
2025-03-29 14:20:42,504,306,563,356,0.3,2
2025-03-29 14:20:42,437,310,494,359,0.84,2
2025-03-29 14:20:42,363,327,424,358,0.65,2
2025-03-29 14:20:42,461,263,508,313,0.55,2
2025-03-29 14:20:42,503,306,562,355,0.34,2
2025-03-29 14:20:42,436,310,494,359,0.85,2
2025-03-29 14:20:42,363,326,423,358,0.67,2
2025-03-29 14:20:42,461,262,508,313,0.57,2
2025-03-29 14:20:42,503,305,562,355,0.31,2
2025-03-29 14:20:42,436,309,494,359,0.86,2
2025-03-29 14:20:42,362,326,423,358,0.68,2
2025-03-29 14:20:42,460,262,507,312,0.6,2
2025-03-29 14:20:42,502,304,562,354,0.3,2
2025-03-29 14:20:42,362,326,424,360,0.26,2
2025-03-29 14:20:42,436,309,493,359,0.86,2
2025-03-29 14:20:42,362,326,422,358,0.72,2
2025-03-29 14:20:42,460,262,507,312,0.65,2
2025-03-29 14:20:42,502,303,561,353,0.37,2
2025-03-29 14:20:42,435,309,493,359,0.86,2
2025-03-29 14:20:42,362,326,422,358,0.73,2
2025-03-29 14:20:42,460,262,507,312,0.61,2
2025-03-29 14:20:42,501,303,560,353,0.39,2
2025-03-29 14:20:42,436,309,493,359,0.85,2
2025-03-29 14:20:42,362,326,422,357,0.74,2
2025-03-29 14:20:42,460,262,507,312,0.55,2
2025-03-29 14:20:42,501,302,560,352,0.41,2
2025-03-29 14:20:42,435,309,493,359,0.85,2
2025-03-29 14:20:42,363,325,422,357,0.74,2
2025-03-29 14:20:42,460,262,507,312,0.51,2
2025-03-29 14:20:42,501,302,560,351,0.33,2
2025-03-29 14:20:42,435,309,493,359,0.84,2
2025-03-29 14:20:42,362,325,422,358,0.75,2
2025-03-29 14:20:42,460,261,506,312,0.58,2
2025-03-29 14:20:42,501,302,558,350,0.26,2
2025-03-29 14:20:42,435,309,493,359,0.83,2
2025-03-29 14:20:42,362,324,422,358,0.76,2
2025-03-29 14:20:42,460,262,506,311,0.47,2
2025-03-29 14:20:42,435,309,492,359,0.84,2
2025-03-29 14:20:42,362,324,422,359,0.76,2
2025-03-29 14:20:42,460,262,506,311,0.53,2
2025-03-29 14:20:42,500,301,557,347,0.3,2
2025-03-29 14:20:42,435,309,492,359,0.84,2
2025-03-29 14:20:42,362,324,422,359,0.75,2
2025-03-29 14:20:42,460,261,506,311,0.54,2
2025-03-29 14:20:42,499,301,555,347,0.3,2
2025-03-29 14:20:42,408,282,454,320,0.26,2
2025-03-29 14:20:42,435,309,492,359,0.84,2
2025-03-29 14:20:42,361,323,421,358,0.74,2
2025-03-29 14:20:42,460,262,506,311,0.48,2
2025-03-29 14:20:42,499,301,555,346,0.27,2
2025-03-29 14:20:42,435,308,491,359,0.84,2
2025-03-29 14:20:42,361,324,421,358,0.74,2
2025-03-29 14:20:42,460,261,505,311,0.42,2
2025-03-29 14:20:42,498,300,555,346,0.32,2
2025-03-29 14:20:42,434,308,491,359,0.85,2
2025-03-29 14:20:42,361,324,421,359,0.77,2
2025-03-29 14:20:42,460,261,505,311,0.4,2
2025-03-29 14:20:42,498,299,554,346,0.33,2
2025-03-29 14:20:42,408,281,453,320,0.29,2
2025-03-29 14:20:42,434,307,491,359,0.84,2
2025-03-29 14:20:42,361,323,421,359,0.78,2
2025-03-29 14:20:42,459,260,505,310,0.39,2
2025-03-29 14:20:42,408,280,452,319,0.29,2
2025-03-29 14:20:42,434,307,491,359,0.85,2
2025-03-29 14:20:42,361,323,421,359,0.8,2
2025-03-29 14:20:42,459,260,504,310,0.39,2
2025-03-29 14:20:42,408,280,453,319,0.31,2
2025-03-29 14:20:42,498,298,552,344,0.29,2
2025-03-29 14:20:42,434,306,490,359,0.84,2
2025-03-29 14:20:42,362,323,421,359,0.82,2
2025-03-29 14:20:42,459,260,504,309,0.44,2
2025-03-29 14:20:42,497,298,551,344,0.38,2
2025-03-29 14:20:42,408,280,453,318,0.37,2
2025-03-29 14:20:42,362,323,421,359,0.85,2
2025-03-29 14:20:42,434,306,490,359,0.85,2
2025-03-29 14:20:42,458,259,504,309,0.48,2
2025-03-29 14:20:42,498,296,551,343,0.4,2
2025-03-29 14:20:42,409,279,452,317,0.31,2
2025-03-29 14:20:42,362,323,421,360,0.87,2
2025-03-29 14:20:42,434,305,490,358,0.84,2
2025-03-29 14:20:42,458,259,504,308,0.5,2
2025-03-29 14:20:42,497,295,551,342,0.39,2
2025-03-29 14:20:42,408,279,453,316,0.29,2
2025-03-29 14:20:42,363,322,422,360,0.87,2
2025-03-29 14:20:42,433,305,489,358,0.84,2
2025-03-29 14:20:42,459,259,503,308,0.46,2
2025-03-29 14:20:42,496,294,551,341,0.3,2
2025-03-29 14:20:42,408,279,453,316,0.26,2
2025-03-29 14:20:42,363,321,422,360,0.88,2
2025-03-29 14:20:42,433,304,489,358,0.84,2
2025-03-29 14:20:42,459,258,503,307,0.46,2
2025-03-29 14:20:42,495,293,550,340,0.26,2
2025-03-29 14:20:42,408,278,453,316,0.25,2
2025-03-29 14:20:42,363,320,421,360,0.88,2
2025-03-29 14:20:42,433,303,489,357,0.84,2
2025-03-29 14:20:42,458,258,503,307,0.42,2
2025-03-29 14:20:42,495,292,549,339,0.3,2
2025-03-29 14:20:42,363,320,421,360,0.9,2
2025-03-29 14:20:42,433,303,489,357,0.83,2
2025-03-29 14:20:42,459,258,503,307,0.43,2
2025-03-29 14:20:42,495,292,548,339,0.26,2
2025-03-29 14:20:42,363,320,421,359,0.91,2
2025-03-29 14:20:42,433,302,489,357,0.82,2
2025-03-29 14:20:42,458,258,502,306,0.5,2
2025-03-29 14:20:42,408,277,452,315,0.3,2
2025-03-29 14:20:42,495,292,548,337,0.29,2
2025-03-29 14:20:42,363,319,421,359,0.9,2
2025-03-29 14:20:42,433,301,489,355,0.81,2
2025-03-29 14:20:42,458,257,502,305,0.51,2
2025-03-29 14:20:42,408,278,451,314,0.32,2
2025-03-29 14:20:42,363,319,421,359,0.89,2
2025-03-29 14:20:42,433,301,489,355,0.8,2
2025-03-29 14:20:42,458,257,502,304,0.55,2
2025-03-29 14:20:42,409,277,451,313,0.26,2
2025-03-29 14:20:42,364,318,421,359,0.89,2
2025-03-29 14:20:42,433,300,489,354,0.8,2
2025-03-29 14:20:42,458,256,502,304,0.61,2
2025-03-29 14:20:42,409,277,451,313,0.29,2
2025-03-29 14:20:42,364,317,421,359,0.88,2
2025-03-29 14:20:42,433,300,488,354,0.81,2
2025-03-29 14:20:42,457,255,502,303,0.58,2
2025-03-29 14:20:42,223,316,281,359,0.28,2
2025-03-29 14:20:42,524,319,592,358,0.26,2
2025-03-29 14:20:42,363,317,421,359,0.88,2
2025-03-29 14:20:42,433,299,488,353,0.83,2
2025-03-29 14:20:42,458,254,502,302,0.6,2
2025-03-29 14:20:42,223,315,280,359,0.35,2
2025-03-29 14:20:42,364,317,421,358,0.88,2
2025-03-29 14:20:42,433,298,488,352,0.85,2
2025-03-29 14:20:42,458,254,502,301,0.54,2
2025-03-29 14:20:42,223,315,280,359,0.36,2
2025-03-29 14:20:42,273,334,335,360,0.3,2
2025-03-29 14:20:42,364,316,421,358,0.87,2
2025-03-29 14:20:42,433,297,487,351,0.83,2
2025-03-29 14:20:42,457,254,502,301,0.55,2
2025-03-29 14:20:42,522,316,590,358,0.36,2
2025-03-29 14:20:42,273,333,334,360,0.35,2
2025-03-29 14:20:42,223,315,280,359,0.34,2
2025-03-29 14:20:42,490,286,544,332,0.26,2
2025-03-29 14:20:42,365,316,421,358,0.88,2
2025-03-29 14:20:42,433,297,488,350,0.81,2
2025-03-29 14:20:42,457,253,502,300,0.55,2
2025-03-29 14:20:42,521,314,589,358,0.43,2
2025-03-29 14:20:42,223,315,280,359,0.41,2
2025-03-29 14:20:42,273,332,335,360,0.37,2
2025-03-29 14:20:42,409,274,450,310,0.25,2
2025-03-29 14:20:42,365,315,421,358,0.87,2
2025-03-29 14:20:42,432,297,487,351,0.76,2
2025-03-29 14:20:42,457,252,502,299,0.48,2
2025-03-29 14:20:42,521,314,588,358,0.42,2
2025-03-29 14:20:42,223,314,280,359,0.4,2
2025-03-29 14:20:42,274,332,335,360,0.3,2
2025-03-29 14:20:42,366,314,421,358,0.87,2
2025-03-29 14:20:42,432,295,487,349,0.78,2
2025-03-29 14:20:42,457,252,501,299,0.45,2
2025-03-29 14:20:42,521,312,588,358,0.4,2
2025-03-29 14:20:42,223,314,280,359,0.39,2
2025-03-29 14:20:42,273,332,335,360,0.32,2
2025-03-29 14:20:42,409,272,450,309,0.26,2
2025-03-29 14:20:42,366,313,421,358,0.88,2
2025-03-29 14:20:42,432,294,487,348,0.78,2
2025-03-29 14:20:42,457,252,501,299,0.48,2
2025-03-29 14:20:42,223,314,280,359,0.35,2
2025-03-29 14:20:42,520,311,588,358,0.34,2
2025-03-29 14:20:42,273,331,335,360,0.33,2
2025-03-29 14:20:42,366,312,421,358,0.89,2
2025-03-29 14:20:42,432,293,487,348,0.78,2
2025-03-29 14:20:42,457,251,501,298,0.55,2
2025-03-29 14:20:42,223,313,280,359,0.36,2
2025-03-29 14:20:42,273,331,335,360,0.36,2
2025-03-29 14:20:42,520,310,587,358,0.33,2
2025-03-29 14:20:42,366,311,421,359,0.89,2
2025-03-29 14:20:42,432,292,486,347,0.78,2
